date,name,keycode,party,state,text,text_matched_roots,text_num_matched_roots,text_num_words,text_root_ratio,caption,caption_matched_roots,caption_num_matched_roots,caption_num_words,caption_root_ratio,elite,centr,left,right,text_populism,elite_cap,centr_cap,left_cap,right_cap,cap_populism,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
2024/10/18,Kari Lake,DBRsNXbJqyH,Republican,Arizona,"State your name and the outlet that you're with if you would and then let me know what your question is  Let's start. Would we have any questions over here, sir? What's your name in the back?  to take some questions on that if anybody has questions and you know the the policy on this um  It eventually will collapse if we don't start having families.  And so I think it's really important to support families.  I think it's a national security issue and an economic security issue.  We've got to start having families so that we have future Americans.  We can't just keep importing.  that my opponent wants, and before he would give raises to our military,  he put out a letter demanding that we pay for sex change operations  for women in the military and their families.  That's wasteful tax dollars. We don't want that.  Kamala Harris has done the same thing, demanding that people who are in prison,  prisoners and illegal immigrants who are behind bars,  that we, the taxpayer, pay for these sex change operations.  They're so, for some reason, they're just so focused on that.  It's really crazy. I don't understand it.  But also, we're going to stop paying for people to come over illegally  and pay for their housing and their EBT cards with thousands of dollars.  That's going to save us hundreds of millions of dollars.  We're going to stop funding the trafficking of human beings coming in.  So that's going to save us.  By the time we stop this insanity at the border  with the people pouring across and the invasion,  we're going to save billions of dollars.  We're going to stop sending money to Ukraine  for awareness.  We're going to stop the war that's already lost.  We're going to bring the two sides to the negotiating table  and negotiate peace.  So we're not going to have to spend money and billions of dollars,  hundreds of billions that my opponent has supported,  even going so far as to wave the Ukrainian flag on the floor of Congress.  I find that to be so un-American.  It's really shocking.  So we're going to cut a lot of the absolute insane cost  that these Democrats, Kamala Harris, Joe Biden,  and Ruben Gallego have heaped onto our budget  and we're going to cut a lot of the absolute insane cost  that these Democrats, Kamala Harris, Joe Biden,  and Ruben Gallego have heaped onto our budget.  But we're also going to watch as we bring back manufacturing.  And that's going to bring back good, high-paying jobs  for moms and dads to be out there working.  And that's going to bring us more tax revenue.  So we have to invest in families, guys.  If we don't do it, we're done as a country.  Right now, the birth rate has dropped to 1.5 per woman.  It used to be, when I was a young adult, it was 2.5.  And when I was a kid, it was even higher than that.  We were watching our population.  populations. We've seen how that's not working in Europe and it's definitely  not working here with this invasion on our border.  Well, we're going to have to cut a lot of waste.  I mean, a couple of things.  When President Trump wins, we're going to watch this economy grow so quickly.  We're going to have to grow our way out of it, and we're going to have to cut our way.  There's so much wasteful spending out there.  I mean, I can think of, I'll just throw a few things out that are very wasteful.  One of the things that...",[],0,606,0.0,"We can't just keep importing populations. We've got to start having families so that we have future Americans. 

I think it's a national security issue and an economic security issue. 

Instead of focusing on the pet projects of the radical left like sex operations and funding endless wars, we must start reshoring manufacturing to create more jobs, and investing in the American family",[],0,63,0.0,0.99282974,0.21520892,0.04779265,0.96614486,elite,0.986579,0.34649953,0.0948216,0.99567324,elite,1,606,20.58,97.75,44.28,22.28,13.47,14.85,91.58,70.3,59.08,19.31,11.22,2.15,6.6,0.99,0.33,0.83,8.09,15.18,5.28,1.82,15.18,12.54,6.27,8.42,1.32,22.44,2.97,4.46,10.73,7.59,0.66,2.48,19.14,0,7.1,2.64,0.83,1.16,1.65,0.66,1.98,0,2.81,1.32,1.16,0.5,0.17,0,0,0,0,0,14.69,1.82,0.33,0.17,0,0,0.5,12.87,1.16,0,0.5,0.83,1.65,1.49,0.5,0,5.94,0.17,0.17,1.82,3.96,0,0.66,0.33,0,0.17,0.17,0,0.33,0,0,1.65,0.33,0.33,0,0,0,0,0.83,0,8.75,9.24,0.83,1.98,6.44,0.66,0,0,3.63,2.31,8.42,8.58,0.17,0,0,0.17,0,20.63,7.76,5.45,0.33,0,6.77,0.33,0
2024/10/18,Kari Lake,DBRsoIOBne6,Republican,Arizona,"I saw the story on that.  I haven't watched the entire video.  And you know that I'm a really big supporter of our law enforcement.  And they don't always get everything right.  That's true.  They're human beings.  And it's unfortunate when a mistake is made.  And I believe in due process for our officers.  But really, I want to focus on the crime that's on our streets.  We have an increase in assaults that's happening, an increase in rape, an increase in murder.  No, instead he started marching to defund the police,  marching next to people holding signs  that said the most horrible things  about our brave men and women in law enforcement.  He actually called the police racist  and he called them the bad guys.  I know the difference between a criminal and a cop, okay?  And Ruben Gallego doesn't.  Anybody who wants to defund the police  and take away qualified immunity,  which is that protection that our officers has,  has no business being in office.  And so we're gonna fully fund our police  he wants to defund them.  I wanna defend our police and fund them.  When our cities were burning in the summer of 2020, when in Minneapolis, literally, rioters burned down a police precinct,  they were tipping over cop cars, throwing things at police.  During all of that, you would think that my opponent would be adult enough to say, wait a minute, this is wrong.  This behavior is wrong.  an increase in crimes in our stores.  I've been in stores before when my kids were little  and watching shoplifting happening right in front of our eyes.  It's really scary to be in a situation like that.  And we don't want to have to have our stores have everything locked up anymore.  We want quality of life back.  We want to make sure that if someone's committing a crime on the street,  that there's law and order.  There are consequences from actions.  And so I want to make sure that our police are fully staffed  and that we are fully funding them.  My opponent pushed legislation to defund the police.  Let that sink in.",[],0,358,0.0,"I know the difference between a criminal and a cop, and Ruben Gallego doesn't

Ruben Gallego wants to Defund The Police.

I want to defend the police AND fund them.",[],0,30,0.0,0.951441,0.1482691,0.00854282,0.009433211,elite,0.9647445,0.026229382,0.0024371662,0.046710435,elite,1,358,28.57,94.49,19.63,2.82,11.93,16.2,91.62,71.79,58.1,19.83,12.29,3.35,5.03,0.56,1.12,1.96,7.54,17.32,6.7,0.28,13.13,10.06,5.31,6.98,1.68,18.16,4.47,3.07,11.17,5.31,0.28,5.59,22.63,1.4,10.06,1.12,0.56,3.07,1.4,1.96,1.96,0,3.07,0.28,2.79,0.56,0,0.56,0.28,0,0,0,17.88,3.63,0,0,0.84,1.4,1.4,13.69,1.12,0,0.28,1.68,0.84,0.28,0.28,0.28,3.63,0.56,0,1.12,2.23,0,1.68,0.28,0,0,0,0,0.28,0.56,0.28,0.56,2.23,1.12,0,1.12,0,0,0.56,0,4.47,10.34,1.96,0.84,6.98,1.12,0,0,3.35,4.19,6.15,2.79,0.84,0.56,0.28,0,0,17.32,8.1,4.75,0.28,0,4.19,0,0
2024/10/18,Kari Lake,DBRtGBMh4PX,Republican,Arizona,"And you and the media think it's no big deal.  You haven't even covered it.  that not one of you guys dug into that.  He was the first one to start talking about his divorce.  And when a reporter said,  I would like to fact-check what he said  and went to look for the divorce records,  which almost in every case are public,  And I had so many really strange messages from many of you yesterday that came into our campaign office.  from probably 2,500,  And she calls me, and I think she's going to be calling me about some cute little outfit she might have found.  I think that's a pretty big deal.  I'm not sure why I should apologize.  I didn't walk out on anybody.  I didn't leave my spouse.  It tells me a lot about the character of that man.  She had no idea it was coming.  And so that reporter started digging and said, I'd like to find out why these are sealed.  And a judge agreed because he's running for public office.  They should not be sealed.  Trying to get these records was a reporter  There's nothing here.  You said that.  This is a nothing burger.  What's the big deal?  What's the big deal?  If I had something that revealed such a massive character flaw like that, you guys would be all over it.  And she's crying.  A man walks out on his wife, serves her divorce papers, broadsides her.  She has no idea this is coming.  He found out they were sealed.  in a vulnerable state.  I don't know what the...  I think actually he probably should apologize  for his behavior.  And it's unfortunate that...  3,000 miles away.  It's really sad. It's despicable.  The media is so in bed with the Democrats right now.  It's really shocking.  I think there's a time for soul-searching, and the time is now, guys.  Hit her like a ton of bricks.  She had to go in and deliver that baby alone.  and says that her husband is leaving her.  She's just a few days away from giving birth,  serves her with divorce papers right before Christmas.  I'm sorry that you guys don't think that's a big deal.  I just imagine that happened to my daughter if she was pregnant  and we're days away from expecting our grandbaby.  you know nobody's really been covering this it's unfortunate i found out that the person",[],0,404,0.0,"I have nothing to apologize to Ruben Gallego for.

I'm not the one who walked out on my wife when she was just days before giving birth & then demanded she pay his Attorney fees.

The media is telling me his records were a nothing burger. I think they said a lot about Ruben's character.

Ruben blindsided his first wife. She had no idea the divorce was coming. He walked out the door & let her deliver that baby alone.

It says so much about our media that they will defend a man for acting like that.",[],0,97,0.0,0.97168046,0.007017309,0.0039133956,0.019222254,elite,0.96944773,0.0023308485,0.017160287,0.011251986,elite,1,404,7.15,72.76,19.42,23.35,9.62,13.61,92.57,78.22,63.86,23.76,14.11,5.2,0.74,1.98,5.69,0.5,9.65,17.08,5.94,0.99,11.14,13.12,6.68,5.94,3.47,23.02,5.45,5.2,3.22,1.73,0.25,1.24,28.71,1.49,13.12,3.47,0.74,2.23,3.71,1.73,1.73,0,2.48,1.24,0.99,1.73,0.99,0.5,0,0,0.5,0,17.33,3.71,0.74,0.5,0,0.5,2.23,13.37,2.48,0,4.21,3.71,0.5,0.5,0,0,2.97,0,0.25,2.48,0,0.25,0.5,0.25,0,0,0,0,0.25,0.25,0,0.5,0.5,0.5,0,0,0,0,0,0.74,6.93,8.17,0.5,2.48,5.45,0.74,0,0,2.97,6.68,8.42,0.99,0,0,0,0,0,21.53,10.64,3.47,0.5,0,6.44,0.5,0
2024/10/18,Kari Lake,DBRtYEFpJTz,Republican,Arizona,"and you're doing a disservice to the people of our state.  It saddens me because it used to be a decent outlet.  Now it's not even suitable to potty train a dog on.  And Ron, I really would hope that you would care more about your reputation.  And maybe it's time to go independent, Ron, and actually do some real journalism.  You guys really concentrate a lot on this, and then you write a story that I can't stop talking about it.  So I'll help you, Ron, so that you don't have to write that headline,  and I will ask if you have any questions about my policy to help put families first,  because my opponent, where is the...  Alright, I'll give Ron another one.  Anybody over here who hasn't asked a question?  Your op-ed reporter has an obsession with me that is unhealthy.  We want to make sure everything's run lawfully, Ron.  And, you know, you guys...  My opponent is really despicable,  and I don't ever see you guys talking about the fact that he's anti-police,  that he wants to defund the police, that he's for open borders.  I don't ever see you talking about the fact that he wants puberty blockers  and surgeries for minors.  It's just so lopsided.  And, Ron, your outlet is one of the most least respected outlets,  I think, in journalistic history.  You've written 20 hit pieces on me in a row,  20.",[],0,239,0.0,"The state of the Arizona media saddens me. 

My opponent is anti-police. He's for open borders, & he wants puberty blockers & surgeries for minors. 

Instead of reporting on any of that, I have places like AZCentral turning out 20 hit pieces on me in a row whenever I move a muscle.

I wish our vaunted fourth estate cared more about reporting the news than carrying Ruben Gallego's water.",[],0,69,0.0,0.9932619,0.06841812,0.007915289,0.14947867,elite,0.99197656,0.12027106,0.0787908,0.9881269,elite,1,239,6.64,82.79,23.98,25.64,14.06,16.32,88.28,75.31,62.76,23.01,15.06,5.86,0.84,6.28,1.67,0,7.95,17.15,5.86,2.09,10.04,10.88,8.79,7.11,2.51,20.92,4.6,4.18,3.35,2.09,0,1.26,24.69,1.26,12.13,2.51,1.26,2.93,2.93,2.09,2.51,0,3.77,2.09,1.67,0.84,0.42,0.42,0,0,0.42,0,18.83,7.11,1.67,0,0,0.84,4.18,11.72,0.42,0,0,2.93,0,0,0,0,1.26,0,0,1.26,0,0,1.26,0.84,0.42,0,0,0,0,0,0,0,1.67,0,0.84,0,0,0,0,0.84,5.44,6.69,1.67,1.26,3.35,0.84,0,0,3.35,2.09,8.79,3.35,0.42,0,0.42,0,0,24.69,8.37,8.79,0.42,0,6.28,0.84,0
2024/10/18,Kari Lake,DBRtf-BB-oF,Republican,Arizona,"I think we're done.  Thank you very...  Oh, I didn't give it to this lovely lady.  What's your name?  Well, I talked a little bit about it,  and we're going to start bringing down the cost of energy right away,  working on that.  Energy, we're talking about gasoline prices, bring that down.  And it takes energy to produce things, to produce foods.  It takes energy to transport food.  That's going to bring down the cost of a lot right away.  But what she wants to do will end up with Soviet-era...  Bread lines.  We will end up having food lines, and we will have empty store shelves.  The profit margin in the grocery business is actually very low.  And so it's astounding that that's her idea,  and I don't think there's anybody who supports that.  I mean, if you want to see what it looks like to live in a communist country,  it's going to look a lot like what we saw when we were kids  watching the lines of people waiting to get food.  It's a terrible idea for what she wants to do.  So we're going to work to bring prices down in a way that's more sound economics.  Anybody else have a question?  Okay, thank you everybody.  I appreciate your time today.  We're not going to do what Kamala Harris wants to do.",[],0,226,0.0,"How do we bring down the cost of food?

We can start by bringing down the cost of energy. It takes energy to produce things to produce foods. It takes energy to transport food.

Making America Energy Dominant Again will go a long way toward making it Affordable again.

These price controls that Gallego & Kamala support are Soviet. We'll end up with breadlines & empty shelves.

I'm running for Senate because I refuse to let my kids grow up in a communist country.",[],0,84,0.0,0.9464455,0.0045578964,0.007854008,0.033029575,elite,0.97297835,0.022868402,0.014004688,0.18306665,elite,1,226,30.05,92.13,53.37,39.57,10.76,11.06,94.69,76.55,59.29,22.12,10.62,2.65,3.98,2.21,1.33,0,11.5,11.5,5.31,0,16.37,12.39,4.87,4.42,1.33,26.11,3.54,4.87,4.87,3.98,0.88,0,22.12,0.44,8.41,3.1,0,1.77,1.77,0.44,2.21,0,3.1,2.21,0.88,0.88,0.44,0.44,0,0,0,0,16.37,5.31,1.33,1.33,0,0,2.21,11.06,0,0,1.77,0,0.44,0.44,0,0,5.31,0,0,2.65,3.54,0,3.1,0,0,0,0,0,0,2.65,0,0,1.77,1.33,0.44,0,0,0.44,0,0,10.62,13.27,0.88,1.77,8.85,2.21,0.44,0,3.1,2.21,10.62,7.08,0.88,0,0.44,0.44,0,23.45,10.18,5.31,0.88,0,6.64,0.44,0
2024/10/18,Sherrod Brown,DBRwGhDOrUd,Democratic,Ohio,"Bernie, use your connection.  Work on them.  Get them to change their mind, please.  Cleveland Browns.  Let's respect the great tradition of  Hey, Bernie Marino, I heard your biggest campaign donors are moving the Browns out of Cleveland.  Let's put politics aside.  I asked my opponent, Bernie Marino, to join me.  I grew up in Northeast Ohio.  I don't want the Browns to leave.  I know what it means to the city.  I know what it means to small business downtown.  I know what it means to fans.  I know what it means to workers.  So let's respect the workers.  Let's respect the city.  Jim Brown and Bobby Mitchell and Frank Ryan and Wooten and Hickerson and Shafrat  and Bernie Kosar, let's respect that tradition. For gosh sakes, stay in Cleveland.  Should be in Cleveland.",[],0,135,0.0,@Berniemorenoforohio should call on the Haslams to keep the @ClevelandBrowns where they belong — in Cleveland.,[],0,16,0.0,0.0945001,0.83081347,0.012813485,0.0075146304,centr,0.009403493,0.005704265,0.0026113032,0.0023703757,none,1,135,44.1,77.41,84.46,91.78,7.5,17.04,79.26,63.7,45.93,21.48,14.81,7.41,3.7,1.48,0,2.22,6.67,8.15,4.44,0,11.85,6.67,0.74,5.19,0.74,20.74,2.96,1.48,12.59,5.93,0.74,5.93,15.56,0,9.63,5.93,1.48,1.48,0,0,0,0,5.19,5.19,0,0,0,0,0,0,0,0,17.78,6.67,4.44,0.74,0,0,1.48,9.63,0,0,0,0,1.48,1.48,0,0,2.96,0,0,2.96,0.74,0,0,0,0,0,0,0,0,0,0,0,0.74,0.74,0,0,0,0,0,0,8.89,12.59,0,2.22,8.89,0.74,0.74,0,0.74,2.22,8.15,0,0.74,0.74,0,0,0,23.7,13.33,5.93,0,0,4.44,0,0
2024/10/18,Sherrod Brown,DBSBWKkv3RZ,Democratic,Ohio,"to lose him elected officials in Congress.  or claiming it was too expensive and we ought to reassess this.  And our answer was...  It's never too expensive to send them to war, only too expensive to take care of them when they come back.  Our job is to represent that.",[],0,50,0.0,"Over 40,000 Ohio veterans are getting the healthcare they deserve through the Sergeant First Class Heath Robinson PACT Act.

I’ll always fight for our veterans and their families — that is our duty.",[],0,33,0.0,0.0033962473,0.027535321,0.0025113702,0.002262331,none,0.0053932364,0.9772554,0.74868137,0.03817131,centr,1,50,5.22,98.38,13.33,4.56,10,18,98,84,64,22,14,0,6,0,2,6,8,8,0,0,16,10,12,8,2,22,10,0,16,6,2,8,22,2,8,2,0,2,2,0,2,0,6,2,4,0,0,0,0,0,0,0,20,6,2,0,0,0,2,14,0,0,0,2,4,4,0,0,10,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,6,6,0,2,6,0,0,0,4,4,4,0,0,0,0,0,0,18,14,2,0,0,2,0,0
2024/10/19,Eric Hovde,DBSXOtjpVA5,Republican,Wisconsin,"I entered into this race because I love my country.  I love America.  We've been blessed to live in this wonderful country.  But our country's gone in the wrong direction.  You can stay with Senator Baldwin, who's been in Washington for 26 years.  Do you think you're better off than you were four years ago or even 26 years ago?  I think it's time for a change.  I promise you I will work hard on your behalf and I'd be honored to have your vote.",[],0,85,0.0,"I entered into this race for one reason: I love my country.

Wisconsin, I would be honored to have your vote",[],0,21,0.0,0.007812879,0.5975331,0.004168561,0.004392522,centr,0.0023937274,0.34087375,0.002865924,0.004500573,none,1,85,10.73,87.81,99,95.42,10.63,16.47,94.12,76.47,60,24.71,21.18,9.41,2.35,8.24,0,0,3.53,10.59,2.35,3.53,14.12,15.29,3.53,5.88,0,22.35,5.88,4.71,8.24,2.35,3.53,2.35,28.24,0,11.76,2.35,2.35,2.35,1.18,1.18,3.53,0,8.24,7.06,1.18,3.53,3.53,0,0,0,0,0,22.35,8.24,0,0,0,2.35,0,11.76,0,0,0,0,2.35,2.35,0,0,2.35,0,0,1.18,0,1.18,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.47,14.12,0,2.35,10.59,0,0,1.18,8.24,9.41,4.71,1.18,0,0,0,0,0,17.65,8.24,1.18,1.18,0,7.06,0,0
2024/10/19,Mike Rogers,DBSgARKx4xH,Republican,Michigan,"We're going to stand up for police officers who have been treated.  Yeah, you bet.  And come November, we're going to have their back.  We're going to stand up for the men and women who are serving in our military today  and are ready for a commander-in-chief.  And we will have their back.  Let's work together to do this.  We are going to stand up for Detroiters who have been neglected by the Democratic Party year in and year out.  We are going to have their back.  We are going to have the backs of every mom who is struggling,  for every girl who turns around and sees a male in their locker room.  We are going to stand up for the people who work every day.  We're going to stand up for the auto industry.  We're going to say no to EV mandates and yes to prosperity.  We, in November, are going to say we have your back.  God bless you. Get to work. Let's get it done.",[],0,169,0.0,"Police officers who have been vilified, members of our military desperate for new leadership, parents struggling to make ends meet, auto workers suffering the results of EV mandates, female athletes who want a safe space to compete, and Michiganders all across the state who deserve honest representation in Washington, DC — President Trump and I will HAVE YOUR BACK! 18 days to go, let’s get this done! ????",[],0,68,0.0,0.06032669,0.995978,0.8619308,0.065498605,centr,0.018688671,0.99709773,0.7986831,0.12442753,centr,1,169,53.56,99,51.62,57.22,10.56,8.88,95.27,69.23,60.95,17.75,16.57,0,8.88,1.78,0,2.37,1.18,10.65,4.14,0,20.12,15.98,1.18,4.14,0.59,26.63,1.18,3.55,15.38,11.24,1.18,2.96,18.34,2.96,0.59,0,0,0,0.59,0,0,0,4.73,3.55,1.18,0,0,0,0,0,0,0,25.44,4.73,1.18,1.18,0,0,1.18,21.3,0.59,0,1.78,1.18,2.37,2.37,0,0,6.51,0.59,0.59,2.96,0.59,1.78,0,0,0,0,0,0,0,0,0,0,0,1.18,0,0,0,0,0,0,14.79,14.79,0.59,1.18,13.02,0.59,0,0,4.14,1.78,10.65,12.43,1.18,0,1.18,0,0,17.75,9.47,2.96,0,0,4.14,1.18,0
2024/10/19,Colin Allred,DBSr2ARocLh,Democratic,Texas,"Well, I think in part they are just now, I think, recognizing the objective reality of what we've known for months in Texas,  which is that this is an incredibly close race.  But we are building a broad coalition, one that includes, of course, Democrats, yes, but also independents and Republicans.  Every single day I talk to a Texan who's telling me that they've never voted for a Democrat before,  but they're getting involved with my campaign.  I was here campaigning with Liz Cheney not long ago in Dallas.  My friend Adam Kinzinger has been helping out.  We're building a broad coalition, and it's one that I think believes in our state and also in our democracy and our Constitution.  And it's one that's going to kick Ted Cruz out of office.",[],0,132,0.0,"We’re building a broad coalition of Democrats, Independents, and yes Republicans, that will beat Ted Cruz on November 5th. Join our team.",[],0,22,0.0,0.013345344,0.49487042,0.0028873878,0.0054400433,none,0.0048959297,0.041609656,0.0020315952,0.0031875384,none,1,132,12.37,49.07,98.58,30.55,18.86,17.42,87.12,75.76,61.36,21.21,13.64,6.06,4.55,0,0,2.27,7.58,16.67,4.55,3.03,12.88,11.36,6.82,8.33,1.52,20.45,3.79,6.82,9.09,7.58,0,1.52,31.06,2.27,12.12,4.55,0,0,0,2.27,5.3,0,2.27,1.52,0.76,0,0,0,0,0,0,0,13.64,5.3,2.27,0,0,0,1.52,9.85,0,0.76,0,0,7.58,7.58,0,0,0.76,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0,7.58,9.85,0,0.76,9.09,0,0,0,4.55,5.3,10.61,1.52,0.76,0,0.76,0,0,19.7,5.3,8.33,0,0,6.06,0,0
2024/10/19,Colin Allred,DBTwGVPiQC3,Democratic,Texas,"But then on January 6th, we had a shared experience that I think solidified that.  Yeah, if you told me, you know, seven years ago when I first ran for Congress that I'd be campaigning for Senate with Liz Cheney, I would have thought that something had gone horribly wrong.  And I guess you could maybe say that that is what happened.  But we were friends in the Congress and before she left.  And we were friends before January 6th.  And we've remained pretty close since then.  And I think that, you know, what her support is about is, yes, our friendship, but also that she understands that we cannot have someone who is as much of a danger to our republic as Ted Cruz still in the United States Senate.  That there are certain things that if you do when you're in public office, when you're given the high honor and privilege of representing an entire state, that if you use that high honor and privilege to undermine the foundations of our democracy, that you cannot then come back into office.  Or if you do, then you are going to continue to be a threat, but also we'll get more of that.",[],0,203,0.0,"Texans deserve leaders who put country over party. Though @liz__cheney and I may not agree on everything, we do agree that Texans can't afford six more years of a Senator who is a threat to our democracy.",[],0,37,0.0,0.0775254,0.0032073352,0.0019096595,0.0022808374,none,0.579729,0.9668472,0.017660795,0.07949816,elite,1,203,1.81,96.58,81.96,20.23,22.56,13.3,96.06,81.28,67.98,25.12,15.27,3.45,4.43,5.42,1.48,0,9.85,16.26,3.94,1.97,10.84,12.32,5.91,14.78,0.99,21.18,6.4,3.94,11.82,6.4,0.99,4.43,27.59,0.49,13.3,3.45,0.99,2.46,4.93,0,5.42,0,3.94,1.97,1.97,0,0,0,0,0,0,0,18.72,5.42,0.99,0,0.99,1.48,0.99,13.79,0,1.48,1.48,0,4.43,4.43,0,0,2.46,0,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,0,0,0.99,0,7.88,6.9,0,1.48,5.91,0,0,0,7.39,5.91,5.42,1.48,0.99,0,0.99,0,0,14.29,4.43,7.39,0,0,2.46,0,0
2024/10/19,Eric Hovde,DBUbTQdogUS,Republican,Wisconsin,"The one thing you have perfected in Washington is your ability to lie.  Senator Baldwin, I could care less about your personal life,  but when your partner is investing in companies that you're overseeing and you're not disclosing that,  that is an absolute conflict of interest.  Senator Baldwin goes back and votes for the deal that lifted the sanctions that funded the terrorism,  and that's why we're in this war today.  She's trying to take credit.  for doing something against fentanyl when it was Senator Tim Scott's bill.  He said Senator Baldwin offered no amendment and hadn't talked to her for two years.  Thank you, Mr.  Our country's gone in the wrong direction.  Senator Baldwin, who's been in Washington for 26 years,  do you think you're better off than you were four years ago or even 26 years ago?  I think it's time for a change.  I promise you I will work hard on your behalf and I'd be honored to have your vote.",[],0,164,0.0,"Today’s feature presentation:

Highlights from Friday night’s debate. 

Enjoy! ??",[],0,10,0.0,0.99555475,0.0074112564,0.087842524,0.03583243,elite,0.010583977,0.0034006725,0.0021831112,0.0037816006,none,1,164,13.52,96.14,51.25,37.8,16.4,20.12,92.68,70.73,57.32,21.34,14.63,3.05,1.22,7.93,1.83,0,6.71,15.24,4.27,2.44,12.2,14.02,4.27,6.1,1.83,21.34,3.66,4.88,10.98,1.83,3.66,5.49,30.49,1.83,10.37,1.83,1.22,1.83,1.22,0.61,3.66,0,6.1,3.66,2.44,0,0,0,0,0,0,0,21.34,8.54,2.44,1.22,0.61,1.22,2.44,12.8,0,0,1.22,1.22,5.49,5.49,0,0,3.66,0,0,2.44,1.83,0,0.61,0.61,0.61,0,0,0.61,0,0,0,0,0,0.61,0,0,0,0,0,0,9.15,7.32,0.61,1.83,4.88,0,0,0.61,6.71,7.93,7.93,0.61,0,0,0,0,0,18.29,6.1,4.27,0.61,0,7.32,0,0
2024/10/19,Bob Casey,DBUcvk4skW5,Democratic,Pennsylvania,"This is a very close race.  And the principal reason for that is...  that was set up just for him.  And that super PAC, one super PAC set up for one candidate,  has already outspent my entire campaign.  So I'd ask folks, if you want to help us beat those billionaires,  and by the way, they're out-of-state billionaires,  like the guy they're supporting,  please go to bobcasey.com.  This guy has a small group of billionaires that have funded a huge super PAC.",[],0,82,0.0,"A single super PAC funded by David McCormick’s out-of-state billionaire backers has outspent my entire campaign. 

Chip in today to help us fight to the finish:
https://secure.actblue.com/donate/casey-social?refcode=tw-20241019-rpc",[],0,27,0.0,0.8698305,0.0067989193,0.38878655,0.008013112,elite,0.96899724,0.017662788,0.9466636,0.008596,elite,1,83,41.85,91.63,6.2,89.13,13.83,13.25,84.34,71.08,59.04,16.87,8.43,2.41,1.2,1.2,1.2,2.41,8.43,22.89,7.23,6.02,12.05,10.84,4.82,6.02,0,14.46,8.43,9.64,3.61,2.41,0,1.2,16.87,0,4.82,1.2,1.2,2.41,1.2,0,1.2,0,4.82,4.82,0,0,0,0,0,0,0,0,16.87,4.82,2.41,1.2,0,0,1.2,12.05,1.2,0,0,3.61,2.41,2.41,0,0,1.2,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,4.82,6.02,0,1.2,6.02,0,0,0,1.2,3.61,7.23,0,0,0,0,0,0,25.3,10.84,8.43,0,0,3.61,2.41,0
2024/10/19,Dave McCormick,DBUmGZyuTCk,Republican,Pennsylvania,"He's a 30-year career politician.  When the bullets start flying, Bob Casey ducks.  And when there's a vote to vote, he votes 100% of the time for the radical liberal agenda.  of Casey and Biden. So we need new leadership in the Senate to put in place common sense  policies under President Trump to get our country back on track.  My opponent, I mean, my opponent was born with a political spoon in his mouth.",['politici*'],1,75,0.013333333,"When the bullets start flying, Bob Casey ducks. 

I won’t.",[],0,10,0.0,0.9886966,0.10884765,0.06671105,0.9911267,right,0.021388419,0.0034474535,0.002469984,0.0028001093,none,1,75,87.58,82.98,79.53,39.67,12.5,14.67,82.67,58.67,45.33,10.67,10.67,4,2.67,0,4,0,0,14.67,9.33,2.67,16,4,5.33,6.67,0,12,5.33,0,9.33,2.67,0,6.67,13.33,0,4,2.67,0,1.33,0,0,0,0,1.33,1.33,0,0,0,0,0,0,0,0,10.67,0,0,0,0,0,0,9.33,0,0,0,4,12,12,0,0,2.67,0,0,2.67,0,0,1.33,0,0,0,0,0,0,0,0,1.33,0,1.33,0,0,0,0,0,0,10.67,14.67,0,2.67,10.67,0,0,1.33,8,2.67,2.67,0,0,0,0,0,0,18.67,8,5.33,0,0,2.67,2.67,0
