text_eng,text,id,username,elite,centr,left,right
"The forestry contractors, for example, are still currently paying off the loan burdens from past funding periods.",Die forstlichen Lohnunternehmer beispielsweise zahlen aber doch jetzt gerade noch die Kreditlasten aus vergangenen Förderperioden ab.,172214,riedel,False,False,False,False
"The forestry contractors, for example, are still currently paying off the loan burdens from past funding periods.",Die forstlichen Lohnunternehmer beispielsweise zahlen aber doch jetzt gerade noch die Kreditlasten aus vergangenen Förderperioden ab.,172214,schadt,False,False,False,False
"The forestry contractors, for example, are still currently paying off the loan burdens from past funding periods.",Die forstlichen Lohnunternehmer beispielsweise zahlen aber doch jetzt gerade noch die Kreditlasten aus vergangenen Förderperioden ab.,172214,grabsch,False,False,False,False
"The forestry contractors, for example, are still currently paying off the loan burdens from past funding periods.",Die forstlichen Lohnunternehmer beispielsweise zahlen aber doch jetzt gerade noch die Kreditlasten aus vergangenen Förderperioden ab.,172214,coudry,False,False,False,False
"The forestry contractors, for example, are still currently paying off the loan burdens from past funding periods.",Die forstlichen Lohnunternehmer beispielsweise zahlen aber doch jetzt gerade noch die Kreditlasten aus vergangenen Förderperioden ab.,172214,richter,False,False,False,False
"The people who cannot be officially classified, who may be morally and emotionally connected to their home countries but are not legally tied to them, cannot be considered in state planning, in the planning of health system infrastructure, social security systems, and education systems.","Die Menschen, die keiner offiziellen Zuordnung zugänglich sind, ihren Heimatländern vielleicht moralisch und mit ihrem Herzen, aber jedenfalls nicht juristisch verbunden sind, können in der Staatsplanung, in der Planung der Infrastruktur von Gesundheitssystemen, von Sozialversicherungssystemen und Bildungssystemen nicht berücksichtigt werden.",679629,riedel,False,False,False,False
"The people who cannot be officially classified, who may be morally and emotionally connected to their home countries but are not legally tied to them, cannot be considered in state planning, in the planning of health system infrastructure, social security systems, and education systems.","Die Menschen, die keiner offiziellen Zuordnung zugänglich sind, ihren Heimatländern vielleicht moralisch und mit ihrem Herzen, aber jedenfalls nicht juristisch verbunden sind, können in der Staatsplanung, in der Planung der Infrastruktur von Gesundheitssystemen, von Sozialversicherungssystemen und Bildungssystemen nicht berücksichtigt werden.",679629,coudry,False,False,False,False
"The people who cannot be officially classified, who may be morally and emotionally connected to their home countries but are not legally tied to them, cannot be considered in state planning, in the planning of health system infrastructure, social security systems, and education systems.","Die Menschen, die keiner offiziellen Zuordnung zugänglich sind, ihren Heimatländern vielleicht moralisch und mit ihrem Herzen, aber jedenfalls nicht juristisch verbunden sind, können in der Staatsplanung, in der Planung der Infrastruktur von Gesundheitssystemen, von Sozialversicherungssystemen und Bildungssystemen nicht berücksichtigt werden.",679629,schadt,False,False,False,False
"The people who cannot be officially classified, who may be morally and emotionally connected to their home countries but are not legally tied to them, cannot be considered in state planning, in the planning of health system infrastructure, social security systems, and education systems.","Die Menschen, die keiner offiziellen Zuordnung zugänglich sind, ihren Heimatländern vielleicht moralisch und mit ihrem Herzen, aber jedenfalls nicht juristisch verbunden sind, können in der Staatsplanung, in der Planung der Infrastruktur von Gesundheitssystemen, von Sozialversicherungssystemen und Bildungssystemen nicht berücksichtigt werden.",679629,grabsch,False,False,False,False
"The people who cannot be officially classified, who may be morally and emotionally connected to their home countries but are not legally tied to them, cannot be considered in state planning, in the planning of health system infrastructure, social security systems, and education systems.","Die Menschen, die keiner offiziellen Zuordnung zugänglich sind, ihren Heimatländern vielleicht moralisch und mit ihrem Herzen, aber jedenfalls nicht juristisch verbunden sind, können in der Staatsplanung, in der Planung der Infrastruktur von Gesundheitssystemen, von Sozialversicherungssystemen und Bildungssystemen nicht berücksichtigt werden.",679629,richter,False,False,False,False
"Like a rabbit staring at a snake, the Merkel cabinet has been fixated for years on the rapid political, economic, and technological developments in China.","Wie ein Kaninchen auf die Schlange starrt, so starrt das Merkel-Kabinett nun seit Jahren auf die rasanten politischen, wirtschaftlichen und technologischen Entwicklungen in China.",179901,riedel,True,False,False,False
"Like a rabbit staring at a snake, the Merkel cabinet has been fixated for years on the rapid political, economic, and technological developments in China.","Wie ein Kaninchen auf die Schlange starrt, so starrt das Merkel-Kabinett nun seit Jahren auf die rasanten politischen, wirtschaftlichen und technologischen Entwicklungen in China.",179901,schadt,False,False,False,False
"Like a rabbit staring at a snake, the Merkel cabinet has been fixated for years on the rapid political, economic, and technological developments in China.","Wie ein Kaninchen auf die Schlange starrt, so starrt das Merkel-Kabinett nun seit Jahren auf die rasanten politischen, wirtschaftlichen und technologischen Entwicklungen in China.",179901,coudry,True,False,False,False
"Like a rabbit staring at a snake, the Merkel cabinet has been fixated for years on the rapid political, economic, and technological developments in China.","Wie ein Kaninchen auf die Schlange starrt, so starrt das Merkel-Kabinett nun seit Jahren auf die rasanten politischen, wirtschaftlichen und technologischen Entwicklungen in China.",179901,grabsch,False,False,False,False
"Like a rabbit staring at a snake, the Merkel cabinet has been fixated for years on the rapid political, economic, and technological developments in China.","Wie ein Kaninchen auf die Schlange starrt, so starrt das Merkel-Kabinett nun seit Jahren auf die rasanten politischen, wirtschaftlichen und technologischen Entwicklungen in China.",179901,richter,True,False,False,False
A society in which everyone can afford their own roof over their head through the work of their own hands is better than any social housing program.,"Eine Gesellschaft, in der sich jeder von seiner Hände Arbeit sein eigenes Dach über dem Kopf leisten kann, ist besser als jedes Programm zum sozialen Wohnungsbau.",127996,riedel,False,False,False,False
A society in which everyone can afford their own roof over their head through the work of their own hands is better than any social housing program.,"Eine Gesellschaft, in der sich jeder von seiner Hände Arbeit sein eigenes Dach über dem Kopf leisten kann, ist besser als jedes Programm zum sozialen Wohnungsbau.",127996,schadt,False,False,False,False
A society in which everyone can afford their own roof over their head through the work of their own hands is better than any social housing program.,"Eine Gesellschaft, in der sich jeder von seiner Hände Arbeit sein eigenes Dach über dem Kopf leisten kann, ist besser als jedes Programm zum sozialen Wohnungsbau.",127996,grabsch,False,False,False,False
A society in which everyone can afford their own roof over their head through the work of their own hands is better than any social housing program.,"Eine Gesellschaft, in der sich jeder von seiner Hände Arbeit sein eigenes Dach über dem Kopf leisten kann, ist besser als jedes Programm zum sozialen Wohnungsbau.",127996,coudry,False,False,False,False
A society in which everyone can afford their own roof over their head through the work of their own hands is better than any social housing program.,"Eine Gesellschaft, in der sich jeder von seiner Hände Arbeit sein eigenes Dach über dem Kopf leisten kann, ist besser als jedes Programm zum sozialen Wohnungsbau.",127996,richter,False,False,False,False
"With this, you continue to actively promote the self-dismantling of traditional farming.",Damit fördern Sie weiterhin die aktive Selbstabschaffung der bäuerlichen Landwirtschaft.,440179,riedel,False,False,False,False
"With this, you continue to actively promote the self-dismantling of traditional farming.",Damit fördern Sie weiterhin die aktive Selbstabschaffung der bäuerlichen Landwirtschaft.,440179,schadt,False,False,False,False
"With this, you continue to actively promote the self-dismantling of traditional farming.",Damit fördern Sie weiterhin die aktive Selbstabschaffung der bäuerlichen Landwirtschaft.,440179,grabsch,False,False,False,False
"With this, you continue to actively promote the self-dismantling of traditional farming.",Damit fördern Sie weiterhin die aktive Selbstabschaffung der bäuerlichen Landwirtschaft.,440179,coudry,True,False,False,False
"With this, you continue to actively promote the self-dismantling of traditional farming.",Damit fördern Sie weiterhin die aktive Selbstabschaffung der bäuerlichen Landwirtschaft.,440179,richter,False,False,False,False
The vast majority of the German population sees it the same way.,Die breite Mehrheit der deutschen Bevölkerung sieht das doch genauso.,561599,riedel,False,False,False,False
The vast majority of the German population sees it the same way.,Die breite Mehrheit der deutschen Bevölkerung sieht das doch genauso.,561599,schadt,False,False,False,False
The vast majority of the German population sees it the same way.,Die breite Mehrheit der deutschen Bevölkerung sieht das doch genauso.,561599,coudry,False,False,False,False
The vast majority of the German population sees it the same way.,Die breite Mehrheit der deutschen Bevölkerung sieht das doch genauso.,561599,grabsch,False,False,False,False
The vast majority of the German population sees it the same way.,Die breite Mehrheit der deutschen Bevölkerung sieht das doch genauso.,561599,richter,False,False,False,False
"No, a country populated by indomitable Germans is bravely confronting this crisis and reporting one labor market record after another.","Nein, ein von unbeugsamen Deutschen bevölkertes Land stellt sich dieser Krise wacker entgegen und vermeldet einen Arbeitsmarktrekord nach dem anderen.",734488,riedel,False,True,False,False
"No, a country populated by indomitable Germans is bravely confronting this crisis and reporting one labor market record after another.","Nein, ein von unbeugsamen Deutschen bevölkertes Land stellt sich dieser Krise wacker entgegen und vermeldet einen Arbeitsmarktrekord nach dem anderen.",734488,schadt,False,True,False,False
"No, a country populated by indomitable Germans is bravely confronting this crisis and reporting one labor market record after another.","Nein, ein von unbeugsamen Deutschen bevölkertes Land stellt sich dieser Krise wacker entgegen und vermeldet einen Arbeitsmarktrekord nach dem anderen.",734488,coudry,False,True,False,False
"No, a country populated by indomitable Germans is bravely confronting this crisis and reporting one labor market record after another.","Nein, ein von unbeugsamen Deutschen bevölkertes Land stellt sich dieser Krise wacker entgegen und vermeldet einen Arbeitsmarktrekord nach dem anderen.",734488,grabsch,False,False,False,False
"No, a country populated by indomitable Germans is bravely confronting this crisis and reporting one labor market record after another.","Nein, ein von unbeugsamen Deutschen bevölkertes Land stellt sich dieser Krise wacker entgegen und vermeldet einen Arbeitsmarktrekord nach dem anderen.",734488,richter,False,True,False,False
"These young people have a set of values and take a stand by organizing actions like ""Flip-flops instead of combat boots.""",Diese jungen Leute haben ein Wertegerüst und stellen sich hin und machen Aktionen wie „Badelatschen statt Springerstiefel“.,313619,riedel,False,False,False,False
"These young people have a set of values and take a stand by organizing actions like ""Flip-flops instead of combat boots.""",Diese jungen Leute haben ein Wertegerüst und stellen sich hin und machen Aktionen wie „Badelatschen statt Springerstiefel“.,313619,schadt,False,False,False,False
"These young people have a set of values and take a stand by organizing actions like ""Flip-flops instead of combat boots.""",Diese jungen Leute haben ein Wertegerüst und stellen sich hin und machen Aktionen wie „Badelatschen statt Springerstiefel“.,313619,coudry,False,False,False,False
"These young people have a set of values and take a stand by organizing actions like ""Flip-flops instead of combat boots.""",Diese jungen Leute haben ein Wertegerüst und stellen sich hin und machen Aktionen wie „Badelatschen statt Springerstiefel“.,313619,grabsch,False,False,False,False
"These young people have a set of values and take a stand by organizing actions like ""Flip-flops instead of combat boots.""",Diese jungen Leute haben ein Wertegerüst und stellen sich hin und machen Aktionen wie „Badelatschen statt Springerstiefel“.,313619,richter,False,False,False,False
"Therefore, we must all work diligently to ensure that the contributions made by agriculture and forestry to the public, as well as their products, receive greater appreciation in society and are helped to achieve more value creation. This is necessary before the already significant structural changes in the industry, the decline of farms—which has also been mentioned here—continue to accelerate, thereby posing an extreme threat to the diverse cultural landscape and the structure of villages that we have come to cherish.","Deshalb müssen wir alle mit Nachdruck daran arbeiten, dass die Leistungen, die die Land- und Forstwirtschaft für die Allgemeinheit erbringt, und ihre Produkte wieder mehr Wertschätzung in der Gesellschaft erfahren und ihr zu mehr Wertschöpfung verholfen wird, bevor sich der ohnehin starke Strukturwandel in der Branche, das Höfesterben - auch dies wurde hier schon angesprochen -, weiter beschleunigt und damit auch die von uns lieb gewonnene vielfältige Kulturlandschaft und die Struktur der Dörfer extrem gefährdet.",769001,riedel,False,False,False,False
"Therefore, we must all work diligently to ensure that the contributions made by agriculture and forestry to the public, as well as their products, receive greater appreciation in society and are helped to achieve more value creation. This is necessary before the already significant structural changes in the industry, the decline of farms—which has also been mentioned here—continue to accelerate, thereby posing an extreme threat to the diverse cultural landscape and the structure of villages that we have come to cherish.","Deshalb müssen wir alle mit Nachdruck daran arbeiten, dass die Leistungen, die die Land- und Forstwirtschaft für die Allgemeinheit erbringt, und ihre Produkte wieder mehr Wertschätzung in der Gesellschaft erfahren und ihr zu mehr Wertschöpfung verholfen wird, bevor sich der ohnehin starke Strukturwandel in der Branche, das Höfesterben - auch dies wurde hier schon angesprochen -, weiter beschleunigt und damit auch die von uns lieb gewonnene vielfältige Kulturlandschaft und die Struktur der Dörfer extrem gefährdet.",769001,schadt,False,False,False,False
"Therefore, we must all work diligently to ensure that the contributions made by agriculture and forestry to the public, as well as their products, receive greater appreciation in society and are helped to achieve more value creation. This is necessary before the already significant structural changes in the industry, the decline of farms—which has also been mentioned here—continue to accelerate, thereby posing an extreme threat to the diverse cultural landscape and the structure of villages that we have come to cherish.","Deshalb müssen wir alle mit Nachdruck daran arbeiten, dass die Leistungen, die die Land- und Forstwirtschaft für die Allgemeinheit erbringt, und ihre Produkte wieder mehr Wertschätzung in der Gesellschaft erfahren und ihr zu mehr Wertschöpfung verholfen wird, bevor sich der ohnehin starke Strukturwandel in der Branche, das Höfesterben - auch dies wurde hier schon angesprochen -, weiter beschleunigt und damit auch die von uns lieb gewonnene vielfältige Kulturlandschaft und die Struktur der Dörfer extrem gefährdet.",769001,coudry,False,False,False,False
"Therefore, we must all work diligently to ensure that the contributions made by agriculture and forestry to the public, as well as their products, receive greater appreciation in society and are helped to achieve more value creation. This is necessary before the already significant structural changes in the industry, the decline of farms—which has also been mentioned here—continue to accelerate, thereby posing an extreme threat to the diverse cultural landscape and the structure of villages that we have come to cherish.","Deshalb müssen wir alle mit Nachdruck daran arbeiten, dass die Leistungen, die die Land- und Forstwirtschaft für die Allgemeinheit erbringt, und ihre Produkte wieder mehr Wertschätzung in der Gesellschaft erfahren und ihr zu mehr Wertschöpfung verholfen wird, bevor sich der ohnehin starke Strukturwandel in der Branche, das Höfesterben - auch dies wurde hier schon angesprochen -, weiter beschleunigt und damit auch die von uns lieb gewonnene vielfältige Kulturlandschaft und die Struktur der Dörfer extrem gefährdet.",769001,grabsch,False,False,False,False
"Therefore, we must all work diligently to ensure that the contributions made by agriculture and forestry to the public, as well as their products, receive greater appreciation in society and are helped to achieve more value creation. This is necessary before the already significant structural changes in the industry, the decline of farms—which has also been mentioned here—continue to accelerate, thereby posing an extreme threat to the diverse cultural landscape and the structure of villages that we have come to cherish.","Deshalb müssen wir alle mit Nachdruck daran arbeiten, dass die Leistungen, die die Land- und Forstwirtschaft für die Allgemeinheit erbringt, und ihre Produkte wieder mehr Wertschätzung in der Gesellschaft erfahren und ihr zu mehr Wertschöpfung verholfen wird, bevor sich der ohnehin starke Strukturwandel in der Branche, das Höfesterben - auch dies wurde hier schon angesprochen -, weiter beschleunigt und damit auch die von uns lieb gewonnene vielfältige Kulturlandschaft und die Struktur der Dörfer extrem gefährdet.",769001,richter,False,False,False,False
"We must now offer a nationwide bounty for each wild boar that is hunted, and we must also pay it out quickly and without bureaucracy.","Wir müssen jetzt bundesweit die Pürzelprämie für jedes geschossene Wildschwein ausloben, und wir müssen sie auch schnell und unbürokratisch auszahlen.",131739,riedel,False,False,False,False
"We must now offer a nationwide bounty for each wild boar that is hunted, and we must also pay it out quickly and without bureaucracy.","Wir müssen jetzt bundesweit die Pürzelprämie für jedes geschossene Wildschwein ausloben, und wir müssen sie auch schnell und unbürokratisch auszahlen.",131739,schadt,False,False,False,False
"We must now offer a nationwide bounty for each wild boar that is hunted, and we must also pay it out quickly and without bureaucracy.","Wir müssen jetzt bundesweit die Pürzelprämie für jedes geschossene Wildschwein ausloben, und wir müssen sie auch schnell und unbürokratisch auszahlen.",131739,coudry,False,False,False,False
"We must now offer a nationwide bounty for each wild boar that is hunted, and we must also pay it out quickly and without bureaucracy.","Wir müssen jetzt bundesweit die Pürzelprämie für jedes geschossene Wildschwein ausloben, und wir müssen sie auch schnell und unbürokratisch auszahlen.",131739,grabsch,False,False,False,False
"We must now offer a nationwide bounty for each wild boar that is hunted, and we must also pay it out quickly and without bureaucracy.","Wir müssen jetzt bundesweit die Pürzelprämie für jedes geschossene Wildschwein ausloben, und wir müssen sie auch schnell und unbürokratisch auszahlen.",131739,richter,False,False,False,False
"The most valuable aspect of today's discussion, however, is that it is happening, that we are starting to talk about fundamental questions of life and death, that we are beginning to delineate parameters between legal, medical, philosophical, theological, and ethical questions—calmly, objectively, thoughtfully, but not ideologically or even in a partisan political manner.","Das Wertvollste an der Diskussion heute aber ist, dass sie stattfindet, dass wir anfangen, über elementare Fragen zwischen Leben und Tod zu sprechen, dass wir beginnen, Parameter abzustecken zwischen juristischen, medizinischen, philosophischen, theologischen, ethischen Fragen - ruhig, sachlich, nachdenklich, aber nicht ideologisch oder gar parteipolitisch.",466561,riedel,False,False,False,False
"The most valuable aspect of today's discussion, however, is that it is happening, that we are starting to talk about fundamental questions of life and death, that we are beginning to delineate parameters between legal, medical, philosophical, theological, and ethical questions—calmly, objectively, thoughtfully, but not ideologically or even in a partisan political manner.","Das Wertvollste an der Diskussion heute aber ist, dass sie stattfindet, dass wir anfangen, über elementare Fragen zwischen Leben und Tod zu sprechen, dass wir beginnen, Parameter abzustecken zwischen juristischen, medizinischen, philosophischen, theologischen, ethischen Fragen - ruhig, sachlich, nachdenklich, aber nicht ideologisch oder gar parteipolitisch.",466561,schadt,False,False,False,False
"The most valuable aspect of today's discussion, however, is that it is happening, that we are starting to talk about fundamental questions of life and death, that we are beginning to delineate parameters between legal, medical, philosophical, theological, and ethical questions—calmly, objectively, thoughtfully, but not ideologically or even in a partisan political manner.","Das Wertvollste an der Diskussion heute aber ist, dass sie stattfindet, dass wir anfangen, über elementare Fragen zwischen Leben und Tod zu sprechen, dass wir beginnen, Parameter abzustecken zwischen juristischen, medizinischen, philosophischen, theologischen, ethischen Fragen - ruhig, sachlich, nachdenklich, aber nicht ideologisch oder gar parteipolitisch.",466561,coudry,False,False,False,False
"The most valuable aspect of today's discussion, however, is that it is happening, that we are starting to talk about fundamental questions of life and death, that we are beginning to delineate parameters between legal, medical, philosophical, theological, and ethical questions—calmly, objectively, thoughtfully, but not ideologically or even in a partisan political manner.","Das Wertvollste an der Diskussion heute aber ist, dass sie stattfindet, dass wir anfangen, über elementare Fragen zwischen Leben und Tod zu sprechen, dass wir beginnen, Parameter abzustecken zwischen juristischen, medizinischen, philosophischen, theologischen, ethischen Fragen - ruhig, sachlich, nachdenklich, aber nicht ideologisch oder gar parteipolitisch.",466561,grabsch,False,False,False,False
"The most valuable aspect of today's discussion, however, is that it is happening, that we are starting to talk about fundamental questions of life and death, that we are beginning to delineate parameters between legal, medical, philosophical, theological, and ethical questions—calmly, objectively, thoughtfully, but not ideologically or even in a partisan political manner.","Das Wertvollste an der Diskussion heute aber ist, dass sie stattfindet, dass wir anfangen, über elementare Fragen zwischen Leben und Tod zu sprechen, dass wir beginnen, Parameter abzustecken zwischen juristischen, medizinischen, philosophischen, theologischen, ethischen Fragen - ruhig, sachlich, nachdenklich, aber nicht ideologisch oder gar parteipolitisch.",466561,richter,False,False,False,False
"Therefore, my colleagues, we should discuss this bill in the parliamentary process with the necessary diligence and seriousness, but also with the necessary urgency given the significant threat situation.","Deswegen sollten wir, meine Kolleginnen und Kollegen, diesen Gesetzentwurf im parlamentarischen Verfahren in der gebotenen Sorgfalt und gebotenen Seriosität, aber auch in der gebotenen Eile angesichts der erheblichen Bedrohungssituation beraten.",844872,riedel,False,False,False,False
"Therefore, my colleagues, we should discuss this bill in the parliamentary process with the necessary diligence and seriousness, but also with the necessary urgency given the significant threat situation.","Deswegen sollten wir, meine Kolleginnen und Kollegen, diesen Gesetzentwurf im parlamentarischen Verfahren in der gebotenen Sorgfalt und gebotenen Seriosität, aber auch in der gebotenen Eile angesichts der erheblichen Bedrohungssituation beraten.",844872,schadt,False,False,False,False
"Therefore, my colleagues, we should discuss this bill in the parliamentary process with the necessary diligence and seriousness, but also with the necessary urgency given the significant threat situation.","Deswegen sollten wir, meine Kolleginnen und Kollegen, diesen Gesetzentwurf im parlamentarischen Verfahren in der gebotenen Sorgfalt und gebotenen Seriosität, aber auch in der gebotenen Eile angesichts der erheblichen Bedrohungssituation beraten.",844872,coudry,False,False,False,False
"Therefore, my colleagues, we should discuss this bill in the parliamentary process with the necessary diligence and seriousness, but also with the necessary urgency given the significant threat situation.","Deswegen sollten wir, meine Kolleginnen und Kollegen, diesen Gesetzentwurf im parlamentarischen Verfahren in der gebotenen Sorgfalt und gebotenen Seriosität, aber auch in der gebotenen Eile angesichts der erheblichen Bedrohungssituation beraten.",844872,grabsch,False,False,False,False
"Therefore, my colleagues, we should discuss this bill in the parliamentary process with the necessary diligence and seriousness, but also with the necessary urgency given the significant threat situation.","Deswegen sollten wir, meine Kolleginnen und Kollegen, diesen Gesetzentwurf im parlamentarischen Verfahren in der gebotenen Sorgfalt und gebotenen Seriosität, aber auch in der gebotenen Eile angesichts der erheblichen Bedrohungssituation beraten.",844872,richter,False,False,False,False
"To maintain this new solidarity, an enlightened society needs honesty, transparency, and above all, dear Federal Government, a perspective—not just a perspective on a vaccine or on getting through this time well, economically as well, but also a perspective that politics is capable of learning.","Um diese neue Solidarität zu erhalten, braucht eine aufgeklärte Gesellschaft Ehrlichkeit, Transparenz und vor allen Dingen, liebe Bundesregierung, eine Perspektive, nicht nur eine Perspektive auf einen Impfstoff oder darauf, dass wir gut – auch wirtschaftlich – durch diese Zeit kommen, sondern auch eine Perspektive, dass die Politik lernfähig ist.",195190,riedel,False,False,False,False
"To maintain this new solidarity, an enlightened society needs honesty, transparency, and above all, dear Federal Government, a perspective—not just a perspective on a vaccine or on getting through this time well, economically as well, but also a perspective that politics is capable of learning.","Um diese neue Solidarität zu erhalten, braucht eine aufgeklärte Gesellschaft Ehrlichkeit, Transparenz und vor allen Dingen, liebe Bundesregierung, eine Perspektive, nicht nur eine Perspektive auf einen Impfstoff oder darauf, dass wir gut – auch wirtschaftlich – durch diese Zeit kommen, sondern auch eine Perspektive, dass die Politik lernfähig ist.",195190,schadt,False,False,False,False
"To maintain this new solidarity, an enlightened society needs honesty, transparency, and above all, dear Federal Government, a perspective—not just a perspective on a vaccine or on getting through this time well, economically as well, but also a perspective that politics is capable of learning.","Um diese neue Solidarität zu erhalten, braucht eine aufgeklärte Gesellschaft Ehrlichkeit, Transparenz und vor allen Dingen, liebe Bundesregierung, eine Perspektive, nicht nur eine Perspektive auf einen Impfstoff oder darauf, dass wir gut – auch wirtschaftlich – durch diese Zeit kommen, sondern auch eine Perspektive, dass die Politik lernfähig ist.",195190,grabsch,False,False,False,False
"To maintain this new solidarity, an enlightened society needs honesty, transparency, and above all, dear Federal Government, a perspective—not just a perspective on a vaccine or on getting through this time well, economically as well, but also a perspective that politics is capable of learning.","Um diese neue Solidarität zu erhalten, braucht eine aufgeklärte Gesellschaft Ehrlichkeit, Transparenz und vor allen Dingen, liebe Bundesregierung, eine Perspektive, nicht nur eine Perspektive auf einen Impfstoff oder darauf, dass wir gut – auch wirtschaftlich – durch diese Zeit kommen, sondern auch eine Perspektive, dass die Politik lernfähig ist.",195190,coudry,False,False,False,False
"To maintain this new solidarity, an enlightened society needs honesty, transparency, and above all, dear Federal Government, a perspective—not just a perspective on a vaccine or on getting through this time well, economically as well, but also a perspective that politics is capable of learning.","Um diese neue Solidarität zu erhalten, braucht eine aufgeklärte Gesellschaft Ehrlichkeit, Transparenz und vor allen Dingen, liebe Bundesregierung, eine Perspektive, nicht nur eine Perspektive auf einen Impfstoff oder darauf, dass wir gut – auch wirtschaftlich – durch diese Zeit kommen, sondern auch eine Perspektive, dass die Politik lernfähig ist.",195190,richter,False,False,False,False
The Federal Minister unfortunately found himself unable to move or stir.,"Der Bundesminister sah sich leider nicht in der Lage, sich zu bewegen und zu rühren.",924138,riedel,True,False,False,False
The Federal Minister unfortunately found himself unable to move or stir.,"Der Bundesminister sah sich leider nicht in der Lage, sich zu bewegen und zu rühren.",924138,coudry,False,False,False,False
The Federal Minister unfortunately found himself unable to move or stir.,"Der Bundesminister sah sich leider nicht in der Lage, sich zu bewegen und zu rühren.",924138,schadt,False,False,False,False
The Federal Minister unfortunately found himself unable to move or stir.,"Der Bundesminister sah sich leider nicht in der Lage, sich zu bewegen und zu rühren.",924138,grabsch,False,False,False,False
The Federal Minister unfortunately found himself unable to move or stir.,"Der Bundesminister sah sich leider nicht in der Lage, sich zu bewegen und zu rühren.",924138,richter,False,False,False,False
"I kindly ask you, dear colleagues, as the President has graciously signaled me, to support this good law. However, I also urge everyone involved in politics and society to ensure that the necessary personnel is available at the state and municipal levels to prevent child abuse in all its forms beforehand.","Ich bitte Sie, liebe Kolleginnen und Kollegen, nachdem die Frau Präsidentin mir freundlicherweise ein Lämpchen aufleuchten lässt, um Zustimmung zu diesem guten Gesetz, bitte aber alle, die in der Politik und Gesellschaft tätig sind, darum, nunmehr auch in den Ländern und Kommunen den Personalstand zu ermöglichen, der notwendig ist, um im Vorfeld Kindesmissbrauch in jeder Form zu verhindern.",252398,riedel,False,False,False,False
"I kindly ask you, dear colleagues, as the President has graciously signaled me, to support this good law. However, I also urge everyone involved in politics and society to ensure that the necessary personnel is available at the state and municipal levels to prevent child abuse in all its forms beforehand.","Ich bitte Sie, liebe Kolleginnen und Kollegen, nachdem die Frau Präsidentin mir freundlicherweise ein Lämpchen aufleuchten lässt, um Zustimmung zu diesem guten Gesetz, bitte aber alle, die in der Politik und Gesellschaft tätig sind, darum, nunmehr auch in den Ländern und Kommunen den Personalstand zu ermöglichen, der notwendig ist, um im Vorfeld Kindesmissbrauch in jeder Form zu verhindern.",252398,schadt,False,False,False,False
"I kindly ask you, dear colleagues, as the President has graciously signaled me, to support this good law. However, I also urge everyone involved in politics and society to ensure that the necessary personnel is available at the state and municipal levels to prevent child abuse in all its forms beforehand.","Ich bitte Sie, liebe Kolleginnen und Kollegen, nachdem die Frau Präsidentin mir freundlicherweise ein Lämpchen aufleuchten lässt, um Zustimmung zu diesem guten Gesetz, bitte aber alle, die in der Politik und Gesellschaft tätig sind, darum, nunmehr auch in den Ländern und Kommunen den Personalstand zu ermöglichen, der notwendig ist, um im Vorfeld Kindesmissbrauch in jeder Form zu verhindern.",252398,grabsch,False,False,False,False
"I kindly ask you, dear colleagues, as the President has graciously signaled me, to support this good law. However, I also urge everyone involved in politics and society to ensure that the necessary personnel is available at the state and municipal levels to prevent child abuse in all its forms beforehand.","Ich bitte Sie, liebe Kolleginnen und Kollegen, nachdem die Frau Präsidentin mir freundlicherweise ein Lämpchen aufleuchten lässt, um Zustimmung zu diesem guten Gesetz, bitte aber alle, die in der Politik und Gesellschaft tätig sind, darum, nunmehr auch in den Ländern und Kommunen den Personalstand zu ermöglichen, der notwendig ist, um im Vorfeld Kindesmissbrauch in jeder Form zu verhindern.",252398,coudry,False,False,False,False
"I kindly ask you, dear colleagues, as the President has graciously signaled me, to support this good law. However, I also urge everyone involved in politics and society to ensure that the necessary personnel is available at the state and municipal levels to prevent child abuse in all its forms beforehand.","Ich bitte Sie, liebe Kolleginnen und Kollegen, nachdem die Frau Präsidentin mir freundlicherweise ein Lämpchen aufleuchten lässt, um Zustimmung zu diesem guten Gesetz, bitte aber alle, die in der Politik und Gesellschaft tätig sind, darum, nunmehr auch in den Ländern und Kommunen den Personalstand zu ermöglichen, der notwendig ist, um im Vorfeld Kindesmissbrauch in jeder Form zu verhindern.",252398,richter,False,False,False,False
"Not just talk, but also act; not just identify problems, but also find solutions; not just criticize—I’m sorry, this is directed at the FDP—but also take responsibility so that we can shape things together—this is what people rightfully expect from us.","Nicht nur reden, sondern auch handeln, nicht nur Probleme benennen, sondern auch Lösungen finden, nicht nur kritisieren – es tut mir leid, genau das geht an die FDP –, sondern auch Verantwortung übernehmen, damit man gemeinsam gestalten kann – das erwarten die Menschen zu Recht von uns.",1059207,riedel,False,False,False,False
"Not just talk, but also act; not just identify problems, but also find solutions; not just criticize—I’m sorry, this is directed at the FDP—but also take responsibility so that we can shape things together—this is what people rightfully expect from us.","Nicht nur reden, sondern auch handeln, nicht nur Probleme benennen, sondern auch Lösungen finden, nicht nur kritisieren – es tut mir leid, genau das geht an die FDP –, sondern auch Verantwortung übernehmen, damit man gemeinsam gestalten kann – das erwarten die Menschen zu Recht von uns.",1059207,coudry,True,True,False,False
